SetID,WorkoutExerciseID,SetNumber,Repetitions,Weight,RIR
535,169,2,10,100.0,1
536,169,3,11,100.0,0
537,170,1,8,100.0,1
538,170,2,8,100.0,1
539,170,3,8,90.0,0
540,171,1,11,140.0,2
541,171,2,12,140.0,1
542,171,3,11,140.0,0
543,172,1,12,26.0,4
544,172,2,17,26.0,2
545,172,3,14,30.0,0
546,173,1,8,140.0,3
547,173,2,10,140.0,1
548,173,3,10,140.0,0
549,174,1,10,100.0,3
550,174,2,10,100.0,2
551,174,3,15,100.0,0
552,175,1,8,60.0,2
553,175,2,8,60.0,2
554,175,3,10,60.0,0
555,176,1,9,75.0,3
556,176,2,10,75.0,1
557,176,3,10,75.0,0
558,177,1,8,100.0,3
559,177,2,10,100.0,2
560,177,3,10,100.0,1
561,178,1,12,80.0,3
562,178,2,12,80.0,2
563,178,3,14,80.0,1
564,179,1,8,65.0,2
565,179,2,8,65.0,2
566,179,3,8,65.0,1
567,180,1,10,25.0,3
568,180,2,10,25.0,2
569,180,3,11,25.0,0
570,181,1,10,70.0,3
571,181,2,8,70.0,2
572,181,3,9,70.0,0
573,182,1,12,32.0,2
574,182,2,10,32.0,0
575,183,1,12,10.0,2
576,183,2,12,10.0,1
577,184,1,8,30.0,2
578,184,2,7,30.0,0
579,184,3,8,30.0,0
580,185,1,10,30.0,2
581,185,2,10,30.0,1
582,185,3,7,30.0,0
583,186,1,8,80.0,4
584,186,2,9,90.0,2
585,186,3,10,90.0,1
586,187,1,10,100.0,2
587,187,2,10,100.0,2
588,187,3,10,100.0,1
589,188,1,11,60.0,3
590,188,2,10,65.0,2
591,188,3,8,65.0,0
592,189,1,9,141.0,3
593,189,2,10,141.0,2
594,189,3,12,157.0,0
595,190,1,7,75.0,2
596,190,2,7,75.0,1
597,190,3,6,75.0,1
598,191,1,9,75.0,3
599,191,2,9,75.0,2
600,191,3,12,75.0,0
601,192,1,11,75.0,2
602,192,2,11,75.0,1
603,192,3,12,75.0,0
604,193,1,10,35.0,2
605,193,2,10,35.0,2
606,193,3,10,35.0,0
607,194,1,9,30.0,3
608,194,2,10,30.0,3
609,194,3,15,30.0,0
610,195,1,8,35.0,3
611,195,2,8,35.0,2
612,195,3,8,35.0,0
613,196,1,8,35.0,1
614,196,2,7,35.0,1
615,196,3,7,35.0,0
616,197,1,8,70.0,2
617,197,2,8,70.0,1
618,197,3,8,70.0,0
619,198,1,10,77.0,2
620,198,2,8,77.0,1
621,198,3,10,77.0,0
622,199,1,8,30.0,2
623,199,2,8,30.0,1
624,200,1,12,28.0,3
625,200,2,12,30.0,1
626,200,3,12,30.0,0
627,201,1,9,60.0,2
628,201,2,9,60.0,2
629,201,3,10,60.0,0
630,202,1,10,28.0,3
631,202,2,11,28.0,2
632,202,3,11,28.0,2
633,203,1,8,75.0,1
634,203,2,9,75.0,0
635,203,3,9,75.0,0
636,204,1,10,22.0,1
637,204,2,10,22.0,1
638,204,3,11,22.0,0
639,205,1,8,20.0,2
640,205,2,8,20.0,1
641,205,3,7,20.0,0
642,206,1,9,40.0,1
643,206,2,8,40.0,1
644,206,3,11,40.0,0
645,207,1,11,35.0,1
646,207,2,10,35.0,0
647,207,3,10,35.0,0
648,208,1,5,35.0,0
649,208,2,7,30.0,0
650,208,3,7,30.0,0
651,209,1,7,75.0,0
652,209,2,8,75.0,0
653,209,3,8,75.0,0
654,210,1,10,80.0,4
655,210,2,6,100.0,2
656,210,3,8,90.0,2
657,211,1,10,100.0,2
658,211,2,10,100.0,1
659,211,3,10,100.0,1
660,212,1,10,95.0,3
661,212,2,7,120.0,1
662,212,3,8,120.0,0
663,213,1,8,100.0,2
664,213,2,8,100.0,1
665,213,3,8,10.0,0
666,214,1,13,85.0,1
667,214,2,12,85.0,1
668,214,3,12,85.0,0
669,215,1,8,120.0,4
670,215,2,8,145.0,2
671,215,3,10,145.0,1
672,216,1,8,75.0,1
673,216,2,9,75.0,0
674,216,3,8,75.0,0
675,217,1,10,22.0,2
676,217,2,9,22.0,1
677,217,3,10,22.0,0
678,218,1,15,24.0,5
